Year,Month,Measurement Index,0,10,100,1100,150,20,200,300,400,5,50,500,700,900
2005,7,28,11.8097,,4.34365,-3.08192,0.92877,,-0.746745,-1.8963,-2.42896,,7.77302,-2.71913,-3.00436,-3.0287
2005,7,29,13.5958,,4.34365,-3.09153,0.978082,,-0.707765,-1.87691,-2.40962,,8.10781,-2.70946,-2.99471,-3.01907
2005,7,30,12.6975,,4.47719,-3.09153,1.0274,,-0.67853,-1.85752,-2.39994,,8.44418,-2.70946,-2.96578,-2.9998
2005,8,0,11.3288,,4.58006,-3.08192,1.10637,,-0.64928,-1.83813,-2.38059,,8.31378,-2.68045,-2.96578,-3.00943
2005,8,1,11.5752,,4.64185,-3.09153,1.12612,,-0.63953,-1.81873,-2.36123,,8.22738,-2.67078,-2.96578,-3.00943
2005,8,2,15.5221,,4.68309,-3.0723,1.07675,,-0.61028,-1.79933,-2.36123,,8.83822,-2.67078,-2.96578,-2.99017
2005,8,3,14.9421,,4.85859,-3.08192,1.04716,,-0.60053,-1.77994,-2.32251,,9.48844,-2.6321,-2.96578,-2.99017
2005,8,4,17.9465,,5.11742,-3.06269,1.40295,,-0.56151,-1.75084,-2.32251,,10.3035,-2.6321,-2.93684,-2.99017
2005,8,5,13.9047,,5.43971,-3.08192,1.48217,,-0.551755,-1.73144,-2.29347,,10.4505,-2.6321,-2.92719,-2.99017
2005,8,6,10.5171,,5.60654,-3.08192,1.58127,,-0.52249,-1.71204,-2.28379,,9.34483,-2.61276,-2.92719,-2.99017
2005,8,7,11.2649,,5.49174,-3.08192,1.66061,,-0.51273,-1.70234,-2.27411,,8.65151,-2.59342,-2.92719,-2.99017
2005,8,8,11.0616,,5.30431,-3.08192,1.68045,,-0.48345,-1.68294,-2.25475,,8.42231,-2.59342,-2.92719,-2.99017
2005,8,9,11.3764,,5.19,-3.0723,1.68045,,-0.47369,-1.66353,-2.24507,,8.36786,-2.58375,-2.91754,-2.99017
2005,8,10,12.6351,,5.13811,-3.09153,1.68045,,-0.44441,-1.65383,-2.2257,,8.37885,-2.55473,-2.88859,-2.99017
2005,8,11,13.4436,,5.10699,-3.08192,1.7003,,-0.424885,-1.62471,-2.20633,,8.66222,-2.55473,-2.88859,-2.99017
2005,8,12,11.9597,,5.16925,-3.09153,1.72015,,-0.40536,-1.62471,-2.20633,,8.73888,-2.55473,-2.88859,-2.99017
2005,8,13,9.53083,,5.20038,-3.06269,1.68047,,-0.38583,-1.5956,-2.18696,,8.42285,-2.51604,-2.88859,-2.96127
2005,8,14,10.0512,,5.13811,-3.08192,1.68045,,-0.3663,-1.58589,-2.1676,,8.03218,-2.51604,-2.87894,-2.96127
2005,8,15,12.6145,,5.0448,-3.06269,1.69038,,-0.35653,-1.56648,-2.15792,,8.18377,-2.51604,-2.85964,-2.95164
2005,8,16,10.5249,,5.05516,-3.06269,1.66062,,-0.33699,-1.54706,-2.13855,,8.34665,-2.48702,-2.84999,-2.95164
2005,8,17,9.10055,,5.07589,-3.0723,1.64077,,-0.32722,-1.54706,-2.12886,,8.19457,-2.47735,-2.84999,-2.95164
2005,8,18,10.3226,,5.01373,-3.05307,1.64077,,-0.31745,-1.51793,-2.11917,,7.68703,-2.47735,-2.84999,-2.95164
2005,8,19,11.7528,,4.91024,-3.06269,1.64077,,-0.28814,-1.50822,-2.09011,,7.75148,-2.45799,-2.84034,-2.95164
2005,8,20,9.91128,,4.85855,-3.06269,1.65077,,-0.28814,-1.49851,-2.09011,,7.5053,-2.43864,-2.83068,-2.95164
2005,8,21,12.0435,,4.78624,-3.06269,1.54164,,-0.268595,-1.46938,-2.08042,,7.5913,-2.43864,-2.81138,-2.95164
2005,8,22,14.5038,,4.77593,-3.05307,1.83935,,-0.24905,-1.46938,-2.05136,,8.28192,-2.41929,-2.81138,-2.94201
2005,8,23,14.3279,,4.92062,-3.05307,1.78967,,-0.24905,-1.44024,-2.05136,,8.94709,-2.39994,-2.81138,-2.94201
2005,8,24,15.5984,,5.09664,-3.05307,1.77974,,-0.2295,-1.44024,-2.05136,,9.02404,-2.39994,-2.81138,-2.93237
2005,8,25,12.021,,5.25233,-3.05307,1.56189,,-0.20995,-1.43053,-2.0126,,8.88211,-2.39026,-2.78242,-2.92273
2005,8,26,13.9902,,5.3043,-3.06269,1.91887,,-0.19039,-1.42081,-2.0126,,8.89266,-2.38059,-2.78242,-2.9131
2005,8,27,10.4261,,5.34591,-3.05307,1.95875,,-0.17083,-1.39167,-2.00291,,8.77264,-2.36123,-2.77277,-2.9131
2005,8,28,7.84255,,5.29391,-3.05307,,,-0.17083,-1.39167,-1.98353,,7.90358,-2.36123,-2.77277,-2.9131
2005,8,29,12.97,,5.09664,-3.05307,,,-0.14149,-1.38196,-1.97384,,7.64497,-2.34187,-2.77277,-2.9131
2005,8,30,17.8596,,5.01373,-3.05307,,,-0.13171,-1.37224,-1.96415,,8.65288,-2.32251,-2.76312,-2.90347
2005,9,0,15.5939,,5.19007,-3.05307,2.29745,,-0.13171,-1.35281,-1.94476,,9.6656,-2.32251,-2.73416,-2.9131
2005,9,1,7.11588,,5.43964,-3.05307,2.26753,,-0.112145,-1.35281,-1.93507,,8.91821,-2.31283,-2.73416,-2.90347
2005,9,2,5.1962,,5.3564,-3.05307,1.97856,,-0.09258,-1.34309,-1.93507,,6.83427,-2.30315,-2.73416,-2.9131
2005,9,3,7.92628,,4.88969,-3.05307,1.96861,,-0.063225,-1.31394,-1.93507,,5.8861,-2.28379,-2.73416,-2.89383
2005,9,4,9.68868,,4.48748,-3.05307,1.84929,,-0.05344,-1.31394,-1.8963,,6.2947,-2.28379,-2.73416,-2.87456
2005,9,5,12.102,,4.39498,-3.05307,1.74001,,-0.05344,-1.31394,-1.8963,,6.98174,-2.27411,-2.71485,-2.87456
2005,9,6,10.9341,,4.49777,-3.05307,1.68045,,-0.05344,-1.28478,-1.8963,,7.76213,-2.28379,-2.69554,-2.87456
2005,9,7,4.66315,,4.71402,-3.05307,1.68045,,-0.01428,-1.27506,-1.88661,,7.12157,-2.24507,-2.69554,-2.87456
2005,9,8,9.80273,,4.55953,-3.05307,1.72015,,-0.01428,-1.27506,-1.85752,,5.82371,-2.24507,-2.69554,-2.87456
2005,9,9,9.08311,,4.30262,-3.05307,1.7003,,0.015082,-1.27506,-1.85752,,6.2633,-2.24507,-2.69554,-2.87456
2005,9,10,8.83536,,4.25135,-3.05307,1.64077,,0.02487,-1.2459,-1.84782,,6.51565,-2.2257,-2.68588,-2.87456
2005,9,11,8.89148,,4.25135,-3.05307,1.6011,,0.02487,-1.23618,-1.81873,,6.61059,-2.20633,-2.65692,-2.85528
2005,9,12,10.6664,,4.28211,-3.04345,1.6011,,0.04446,-1.23618,-1.81873,,6.6848,-2.20633,-2.65692,-2.85528
2005,9,13,8.10818,,4.32313,-3.04345,1.6011,,0.06405,-1.23618,-1.81873,,6.74829,-2.20633,-2.65692,-2.83601
2005,9,14,7.25464,,4.3334,-3.03384,1.64077,,0.08364,-1.19729,-1.81873,,6.25258,-2.19665,-2.65692,-2.84565
2005,9,15,6.91069,,4.18989,-3.02422,1.64077,,0.093435,-1.19729,-1.78964,,5.63541,-2.1676,-2.65692,-2.83601
2005,9,16,6.39684,,4.00575,-3.04345,1.61102,,0.10323,-1.19729,-1.77994,,5.43762,-2.1676,-2.62795,-2.83601
2005,9,17,6.06015,,3.85265,-3.03384,1.502,,0.12283,-1.19729,-1.77994,,5.06479,-2.1676,-2.61829,-2.83601
2005,9,18,6.4802,,3.65916,-3.02422,1.39305,,0.12283,-1.19729,-1.77024,,4.72465,-2.15792,-2.61829,-2.83601
2005,9,19,5.46919,,3.45597,-3.02422,1.61118,,0.14243,-1.17784,-1.75084,,4.33483,-2.12886,-2.61829,-2.82637
2005,9,20,6.65699,,3.25329,-3.01461,1.71023,,0.14243,-1.15839,-1.74114,,4.18142,-2.12886,-2.61829,-2.81674
2005,9,21,3.4338,,3.0713,-3.02422,1.59119,,0.14243,-1.15839,-1.74114,,4.16082,-2.12886,-2.61829,-2.82637
2005,9,22,5.50214,,2.9401,-3.03384,1.50198,,0.13263,-1.15839,-1.73144,,4.01788,-2.11917,-2.59897,-2.8071
2005,9,23,5.89387,,2.86953,-3.02422,1.42275,,0.11303,-1.14866,-1.73144,,4.2016,-2.10948,-2.58931,-2.79746
2005,9,24,4.50647,,2.82924,-3.01461,1.37326,,0.10323,-1.12921,-1.70234,,4.16076,-2.09011,-2.57965,-2.79746
2005,9,25,4.83178,,2.8091,-3.01461,1.33368,,0.10323,-1.11948,-1.70234,,4.05862,-2.09011,-2.57965,-2.79746
2005,9,26,3.44599,,2.75877,-3.01461,1.32379,,0.10323,-1.11948,-1.70234,,3.79393,-2.08042,-2.57965,-2.79746
2005,9,27,4.35304,,2.65821,-3.01461,1.28423,,0.10323,-1.11948,-1.70234,,3.56043,-2.08042,-2.57965,-2.79746
2005,9,28,5.74257,,2.55774,-3.01461,1.25457,,0.10323,-1.10975,-1.66353,,3.81421,-2.05136,-2.55067,-2.79746
2005,9,29,3.59497,,2.55774,-3.01461,1.21503,,0.10323,-1.10003,-1.66353,,3.54041,-2.05136,-2.54101,-2.78782
2005,10,0,3.23334,,2.44738,-3.01461,1.18539,,0.10323,-1.0903,-1.66353,,2.87399,-2.05136,-2.54101,-2.78782
2005,10,1,7.01014,,2.27705,-3.01461,1.14588,,0.10323,-1.08057,-1.65383,,3.36829,-2.04167,-2.54101,-2.77818
2005,10,2,1.67174,,2.28706,-3.01461,1.06688,,0.10323,-1.08057,-1.63442,,3.18697,-2.02229,-2.54101,-2.76854
2005,10,3,4.45001,,2.19702,-3.01461,1.04714,,0.08364,-1.08057,-1.62471,,2.90403,-2.0126,-2.53135,-2.77818
2005,10,4,0.965737,,2.05713,-3.01461,1.01754,,0.10323,-1.08057,-1.62471,,2.12281,-2.0126,-2.50236,-2.7589
2005,10,5,-1.82454,,1.77798,-2.97613,0.92878,,0.06405,-1.05138,-1.62471,,1.36705,-2.0126,-2.50236,-2.7589
2005,10,6,-4.10309,,1.4301,-3.00499,0.672835,,0.06405,-1.07084,-1.62471,,0.84321,-2.0126,-2.50236,-2.7589
2005,10,7,-0.574157,,1.15266,-2.98575,0.672697,,0.054255,-1.04165,-1.5956,,0.626495,-1.97384,-2.50236,-2.7589
2005,10,8,-0.683282,,0.905547,-2.99537,0.55468,,0.02487,-1.04165,-1.58589,,0.429815,-1.97384,-2.4927,-2.7589
2005,10,9,4.42887,,0.698417,-2.97613,0.417122,,-0.01428,-1.04165,-1.58589,,0.419987,-1.97384,-2.48304,-2.73962
2005,10,10,4.82525,,0.550702,-2.97613,0.299332,,-0.01428,-1.04165,-1.58589,,0.439672,-1.97384,-2.46371,-2.72034
2005,10,11,5.55691,,0.48183,-2.97613,0.20125,,-0.04365,-1.03192,-1.58589,,0.76471,-1.96415,-2.46371,-2.72034
2005,10,12,4.71993,,0.550712,-2.97613,0.12283,,-0.05344,-1.02218,-1.58589,,1.79379,-1.95446,-2.46371,-2.72034
2005,10,13,0.71495,,0.747697,-2.97613,0.11303,,-0.063225,-1.00272,-1.54706,,1.38701,-1.93507,-2.46371,-2.72034
2005,10,14,5.60659,,0.747692,-2.97613,0.14243,,-0.07301,-1.00272,-1.54706,,1.44653,-1.93507,-2.46371,-2.72034
2005,10,15,6.36766,,0.836465,-2.97613,0.14243,,-0.05344,-1.00272,-1.54706,,2.4225,-1.93507,-2.45405,-2.72034
2005,10,16,2.22857,,1.09329,-2.97613,0.191445,,-0.05344,-1.00272,-1.54706,,2.50257,-1.93507,-2.43472,-2.72034
2005,10,17,2.73523,,1.20211,-2.97613,0.27971,,-0.05344,-1.00272,-1.54706,,2.04277,-1.92538,-2.42506,-2.72034
2005,10,18,3.0647,,1.19221,-2.97613,0.33858,,-0.05344,-0.992985,-1.52764,,1.953,-1.8963,-2.42506,-2.70106
2005,10,19,3.26062,,1.19221,-2.97613,0.368025,,-0.05344,-0.96378,-1.50822,,2.04269,-1.8963,-2.42506,-2.72034
2005,10,20,3.11527,,1.22192,-2.97613,0.37784,,-0.05344,-0.96378,-1.50822,,2.02276,-1.8963,-2.42506,-2.68177
2005,10,21,3.79423,,1.21202,-2.97613,0.41712,,-0.05344,-0.96378,-1.50822,,1.93311,-1.8963,-2.42506,-2.68177
2005,10,22,-1.00507,,1.18231,-2.97613,0.41712,,-0.02407,-0.96378,-1.50822,,1.52581,-1.8963,-2.40572,-2.68177
2005,10,23,-0.361817,,1.04385,-2.97613,0.39748,,-0.02407,-0.96378,-1.49851,,0.922135,-1.88661,-2.38639,-2.68177
2005,10,24,-0.771905,,0.85619,-2.96651,0.35821,,-0.04365,-0.96378,-1.49851,,0.665865,-1.86722,-2.38639,-2.68177
2005,10,25,1.00003,,0.668855,-2.95689,0.27971,,-0.05344,-0.954045,-1.46938,,0.47895,-1.85752,-2.38639,-2.68177
2005,10,26,-0.284202,,0.540865,-2.94728,0.211055,,-0.05344,-0.954045,-1.46938,,0.361052,-1.85752,-2.38639,-2.68177
2005,10,27,3.25482,,0.432672,-2.95689,0.142432,,-0.063225,-0.954045,-1.46938,,0.528252,-1.85752,-2.38639,-2.67212
2005,10,28,3.34476,,0.432672,-2.94728,0.08364,,-0.07301,-0.954045,-1.46938,,1.11965,-1.84782,-2.37673,-2.67212
2005,10,29,1.19716,,0.54086,-2.93766,0.04446,,-0.082795,-0.934575,-1.46938,,1.08017,-1.85752,-2.34773,-2.67212
2005,10,30,-1.75699,,0.54086,-2.93766,0.06405,,-0.09258,-0.92484,-1.44024,,0.616702,-1.82843,-2.34773,-2.65284
2005,11,0,-2.30825,,0.442502,-2.93766,0.06405,,-0.09258,-0.92484,-1.44024,,0.31197,-1.81873,-2.34773,-2.64319
2005,11,1,-3.31063,,0.334405,-2.93766,0.02487,,-0.09258,-0.92484,-1.43053,,0.13539,-1.81873,-2.34773,-2.64319
2005,11,2,-4.87183,,0.2264,-2.93766,-0.014282,,-0.09258,-0.92484,-1.43053,,-0.04094,-1.81873,-2.34773,-2.64319
2005,11,3,-5.24748,,0.147915,-2.93766,-0.07301,,-0.09258,-0.92484,-1.43053,,-0.168142,-1.80903,-2.34773,-2.64319
2005,11,4,-4.16814,,0.06948,-2.93766,-0.13171,,-0.09258,-0.92484,-1.43053,,-0.275695,-1.80903,-2.34773,-2.64319
2005,11,5,-3.30124,,0.01069,-2.93766,-0.16105,,-0.09258,-0.915102,-1.43053,,-0.334322,-1.79933,-2.33806,-2.64319
2005,11,6,-3.21567,,-0.018687,-2.93766,-0.20017,,-0.09258,-0.905365,-1.43053,,-0.383165,-1.79933,-2.30905,-2.64319
2005,11,7,-6.18974,,-0.048065,-2.93766,-0.2295,,-0.121927,-0.92484,-1.39167,,-0.646565,-1.77994,-2.30905,-2.6239
2005,11,8,-3.37593,,-0.06765,-2.93766,-0.24905,,-0.102362,-0.895627,-1.39167,,-0.714802,-1.77994,-2.30905,-2.61426
2005,11,9,-6.25881,,-0.077437,-2.93766,-0.327205,,-0.102362,-0.905365,-1.39167,,-0.841435,-1.77994,-2.30905,-2.60461
2005,11,10,-1.75394,,-0.1068,-2.91842,-0.40536,,-0.102362,-0.88589,-1.39167,,-0.5588,-1.77024,-2.30905,-2.61426
2005,11,11,-1.912,,-0.1068,-2.89917,-0.40536,,-0.102362,-0.88589,-1.39167,,-0.33433,-1.74114,-2.30905,-2.60461
2005,11,12,-1.8526,,-0.1068,-2.89917,-0.424885,,-0.112145,-0.88589,-1.39167,,-0.33433,-1.75084,-2.29938,-2.60461
2005,11,13,0.504342,,-0.1068,-2.89917,-0.434647,,-0.112145,-0.88589,-1.39167,,-0.20726,-1.74114,-2.28004,-2.60461
2005,11,14,-3.53213,,-0.1068,-2.89917,-0.44441,,-0.121927,-0.88589,-1.37224,,-0.246347,-1.74114,-2.28004,-2.60461
2005,11,15,-6.2219,,-0.1068,-2.90879,-0.385787,,-0.112145,-0.88589,-1.36253,,-1.06509,-1.74114,-2.27037,-2.60461
2005,11,16,-2.43756,,-0.1068,-2.90879,-0.20995,,-0.121927,-0.88589,-1.37224,,-0.763397,-1.74114,-2.27037,-2.60461
2005,11,17,-7.28884,,-0.1068,-2.89917,-0.20995,,-0.121927,-0.88589,-1.35281,,-1.03594,-1.74114,-2.27037,-2.58532
2005,11,18,-8.17069,,-0.116587,-2.89917,-0.28812,,-0.13171,-0.88589,-1.35281,,-1.37602,-1.73144,-2.27037,-2.57567
2005,11,19,-11.5702,,-0.116587,-2.89917,-0.268532,,-0.13171,-0.88589,-1.35281,,-1.62805,-1.74114,-2.27037,-2.56602
2005,11,20,-11.1806,,-0.136162,-2.89917,-0.09258,,-0.13171,-0.86641,-1.35281,,-1.97667,-1.71204,-2.2607,-2.56602
2005,11,21,-10.5668,,-0.126375,-2.89917,-0.09258,,-0.13171,-0.87615,-1.35281,,-1.60861,-1.70234,-2.25103,-2.56602
2005,11,22,-12.9538,,-0.14595,-2.89917,-0.102362,,-0.13171,-0.86641,-1.35281,,-2.41153,-1.70234,-2.23169,-2.56602
2005,11,23,-10.2063,,-0.126375,-2.89917,-0.09258,,-0.13171,-0.85667,-1.34309,,-1.95738,-1.70234,-2.23169,-2.56602
2005,11,24,-8.75395,,-0.126375,-2.89917,-0.09258,,-0.13171,-0.84693,-1.34309,,-1.98638,-1.70234,-2.23169,-2.56602
2005,11,25,-4.61979,,-0.14595,-2.89917,-0.112145,,-0.13171,-0.84693,-1.31394,,-1.30807,-1.70234,-2.23169,-2.56602
2005,11,26,-10.6181,,-0.14595,-2.89917,-0.09258,,-0.13171,-0.84693,-1.32366,,-1.49239,-1.70234,-2.23169,-2.56602
2005,11,27,-13.4067,,-0.14595,-2.89917,-0.09258,,-0.13171,-0.84693,-1.31394,,-2.14107,-1.68294,-2.23169,-2.56602
2005,11,28,-5.93999,,-0.14595,-2.88955,-0.09258,,-0.13171,-0.84693,-1.31394,,-1.93798,-1.67323,-2.23169,-2.54672
2005,11,29,0.608397,,-0.126375,-2.86068,,,-0.13171,-0.84693,-1.31394,,-1.00661,-1.66353,-2.193,-2.52742
2005,12,0,-4.78525,,-0.116587,-2.8703,-0.13171,,-0.13171,-0.84693,-1.31394,,-0.714772,-1.66353,-2.20267,-2.52742
2005,12,1,-6.40158,,-0.14595,-2.86068,-0.13171,,-0.13171,-0.84693,-1.31394,,-1.29836,-1.66353,-2.193,-2.52742
2005,12,2,-3.14755,,-0.136162,-2.8703,-0.15127,,-0.13171,-0.837187,-1.30422,,-1.31778,-1.66353,-2.193,-2.52742
2005,12,3,-1.43698,,-0.14595,-2.86068,-0.17083,,-0.13171,-0.80796,-1.27506,,-0.880355,-1.66353,-2.193,-2.52742
2005,12,4,-6.50486,,-0.14595,-2.86068,-0.18061,,-0.13171,-0.827445,-1.27506,,-0.880307,-1.66353,-2.193,-2.52742
2005,12,5,-10.3619,,-0.14595,-2.86068,-0.20995,,-0.13171,-0.837187,-1.28478,,-1.75394,-1.64412,-2.193,-2.52742
2005,12,6,-11.668,,-0.14595,-2.86068,-0.239275,,-0.13171,-0.837187,-1.28478,,-2.33426,-1.63442,-2.193,-2.52742
2005,12,7,-11.1512,,-0.175297,-2.86068,-0.278367,,-0.13171,-0.80796,-1.27506,,-2.83601,-1.63442,-2.193,-2.52742
2005,12,8,-11.9581,,-0.18508,-2.86068,,,-0.13171,-0.80796,-1.27506,,-3.01906,-1.62471,-2.17365,-2.52742
2005,12,9,-15.9052,,-0.18508,-2.86068,,,-0.13171,-0.817702,-1.27506,,-3.54827,-1.62471,-2.1543,-2.50812
2005,12,10,-17.65,,-0.2242,-2.86068,,,-0.13171,-0.80796,-1.27506,,-4.29758,-1.62471,-2.1543,-2.49847
2005,12,11,-13.4887,,-0.2633,-2.86068,,,-0.13171,-0.80796,-1.27506,,-4.57591,-1.62471,-2.1543,-2.48882
2005,12,12,-12.4222,,-0.292625,-2.85106,,,-0.15127,-0.80796,-1.27506,,-3.99037,-1.61501,-2.1543,-2.48882
2005,12,13,-12.3558,,-0.32194,-2.86068,,,-0.13171,-0.80796,-1.25562,,-4.048,-1.62471,-2.1543,-2.48882
2005,12,14,-15.7035,,-0.34148,-2.86068,,,-0.13171,-0.80796,-1.2459,,-4.21118,-1.62471,-2.1543,-2.48882
2005,12,15,-16.4362,,-0.409842,-2.86068,,,-0.13171,-0.80796,-1.26534,,-4.94043,-1.5956,-2.1543,-2.48882
2005,12,16,-19.6489,,-0.517205,-2.85106,,,-0.16105,-0.80796,-1.23618,,-5.36237,-1.6053,-2.14463,-2.48882
2005,12,17,-18.2378,,-0.653722,-2.84144,,,-0.14149,-0.80796,-1.2459,,-5.59249,-1.58589,-2.14463,-2.48882
2005,12,18,-11.2816,,-0.799857,-2.82219,,,-0.13171,-0.798217,-1.23618,,-5.18017,-1.58589,-2.1156,-2.45987
2005,12,19,-18.7422,,-0.887457,-2.83181,,,-0.15127,-0.80796,-1.23618,,-4.95001,-1.58589,-2.1156,-2.48882
2005,12,20,-22.0127,,-1.05277,-2.82219,,,-0.16105,-0.80796,-1.23618,,-6.37891,-1.58589,-2.1156,-2.45987
2005,12,21,-25.8309,,-1.36347,-2.83181,,,-0.17083,-0.80796,-1.23618,,-7.30065,-1.58589,-2.1156,-2.47917
2005,12,22,-26.6215,,-1.76068,-2.82219,,,-0.15127,-0.80796,-1.23618,,-8.43641,-1.58589,-2.1156,-2.46952
2005,12,23,-27.3826,,-2.22457,-2.82219,,,-0.16105,-0.80796,-1.23618,,-9.19002,-1.58589,-2.1156,-2.45022
2005,12,24,-25.1078,,-2.68736,-2.82219,,,-0.17083,-0.798217,-1.23618,,-9.74247,-1.57618,-2.1156,-2.45022
2005,12,25,-25.7139,,-3.08189,-2.82219,,,-0.17083,-0.788475,-1.23618,,-9.9271,-1.55677,-2.1156,-2.45987
2005,12,26,-22.3243,,-3.4566,-2.82219,,,-0.17083,-0.788475,-1.22646,,-10.1801,-1.54706,-2.1156,-2.45022
2005,12,27,-14.6861,,-3.70613,-2.82219,,,-0.15127,-0.76899,-1.21673,,-8.98714,-1.54706,-2.08657,-2.45022
2005,12,28,-18.7813,,-3.61978,-2.82219,,,-0.15127,-0.76899,-1.19729,,-8.27236,-1.54706,-2.08657,-2.45022
2005,12,29,-21.6419,,-3.61019,-2.82219,,,-0.15127,-0.76899,-1.19729,,-8.77417,-1.54706,-2.08657,-2.45022
2005,12,30,-21.6499,,-3.83081,-2.82219,,,-0.17083,-0.76899,-1.19729,,-9.37392,-1.54706,-2.07689,-2.45022
2006,1,0,-18.7353,,-4.11838,-2.82219,-0.32722,,-0.17083,-0.76899,-1.19729,,-9.49993,-1.54706,-2.07689,-2.44056
2006,1,1,-15.6181,,-4.26208,-2.82219,-0.405357,,-0.17083,-0.76899,-1.19729,,-8.67763,-1.54706,-2.07689,-2.4116
2006,1,2,-18.393,,-4.19503,-2.82219,-0.512725,,-0.17083,-0.76899,-1.19729,,-8.31092,-1.54706,-2.07689,-2.42125
2006,1,3,-22.7154,,-4.22377,-2.81256,-0.659025,,-0.17083,-0.76899,-1.19729,,-8.9965,-1.53735,-2.07689,-2.4116
2006,1,4,-18.4582,,-4.44402,-2.78368,-0.814935,,-0.17083,-0.76899,-1.19729,,-9.07379,-1.54706,-2.05753,-2.4116
2006,1,5,-24.4814,,-4.60676,-2.79331,-0.970705,,-0.17083,-0.76899,-1.19729,,-9.32564,-1.53735,-2.07689,-2.42125
2006,1,6,-21.7478,,-4.85555,-2.78368,-1.12633,,-0.17083,-0.76899,-1.18757,,-9.93679,-1.52764,-2.05753,-2.4116
2006,1,7,-17.7531,,-5.09469,-2.79331,-1.30126,,-0.17083,-0.76899,-1.17784,,-9.47086,-1.50822,-2.04785,-2.4116
2006,1,8,-16.812,,-5.16164,-2.78368,-1.47603,,-0.17083,-0.76899,-1.17784,,-9.20927,-1.50822,-2.03817,-2.4116
2006,1,9,-17.2307,,-5.15208,-2.78368,-1.63125,,-0.17083,-0.76899,-1.19729,,-8.89005,-1.50822,-2.03817,-2.4116
2006,1,10,-23.3361,,-5.14251,-2.78368,-1.78635,,-0.17083,-0.76899,-1.17784,,-9.30641,-1.50822,-2.03817,-2.4116
2006,1,11,-25.7729,,-5.39112,-2.78368,-1.96071,,-0.18061,-0.76899,-1.16812,,-10.5703,-1.50822,-2.03817,-2.4116
2006,1,12,-24.689,,-5.8691,-2.78368,-2.19299,,-0.20017,-0.76899,-1.15839,,-11.4322,-1.50822,-2.03817,-2.4116
2006,1,13,-17.1954,,-6.26102,-2.78368,-2.45404,,-0.20995,-0.76899,-1.15839,,-10.8342,-1.50822,-2.03817,-2.39229
2006,1,14,-23.5747,,-6.34706,-2.78368,-2.69554,,-0.20995,-0.76899,-1.15839,,-10.7558,-1.50822,-2.03817,-2.40195
2006,1,15,-25.8801,,-6.53827,-2.78368,-3.12009,,-0.24905,-0.76899,-1.15839,,-11.6389,-1.4888,-2.03817,-2.39229
2006,1,16,-25.4474,,-6.89209,-2.78368,-3.37072,,-0.268595,-0.76899,-1.15839,,-12.1779,-1.4888,-2.03817,-2.37298
2006,1,17,-23.5449,,-7.24608,-2.78368,-3.55378,,-0.33699,-0.76899,-1.15839,,-12.503,-1.46938,-2.03817,-2.37298
2006,1,18,-14.3488,,-7.47581,-2.77405,-3.75602,,-0.42488,-0.749495,-1.15839,,-11.5508,-1.46938,-2.00913,-2.37298
2006,1,19,-17.0374,,-7.34178,-2.78368,-3.87155,,-0.581015,-0.739747,-1.15839,,-10.6775,-1.4888,-1.99945,-2.37298
2006,1,20,-20.0401,,-7.18865,-2.77405,-3.95818,,-0.736997,-0.749495,-1.15839,,-10.6286,-1.46938,-1.99945,-2.37298
2006,1,21,-24.5466,,-7.20779,-2.78368,-4.06405,,-0.931775,-0.759242,-1.15839,,-11.2555,-1.46938,-1.99945,-2.37298
2006,1,22,-21.685,,-7.45666,-2.76443,-4.25649,,-1.08744,-0.739747,-1.14866,,-11.757,-1.46938,-1.99945,-2.37298
2006,1,23,-16.6016,,-7.66734,-2.7548,-4.41041,,-1.24297,-0.73,-1.14866,,-11.4421,-1.46938,-1.99945,-2.37298
2006,1,24,-22.8638,,-7.68649,-2.74517,-4.54507,,-1.39837,-0.739747,-1.14866,,-11.2848,-1.46938,-1.99945,-2.37298
2006,1,25,-23.3018,,-7.7823,-2.74517,-4.70856,,-1.55366,-0.73,-1.13894,,-11.8507,-1.46938,-1.99945,-2.37298
2006,1,26,-20.2293,,-8.00275,-2.7548,-4.84319,,-1.70882,-0.739747,-1.12921,,-12.1917,-1.46938,-1.99945,-2.36333
2006,1,27,-11.3658,,-8.12741,-2.74517,-5.04512,,-1.86386,-0.73,-1.12921,,-11.2166,-1.45967,-1.98977,-2.35367
2006,1,28,-17.8925,,-7.89731,-2.74517,,,-2.01881,-0.73,-1.11948,,-10.297,-1.46938,-1.99945,-2.33436
2006,1,29,-23.5311,,-7.75356,-2.74517,,,-2.13495,-0.739747,-1.11948,,-11.413,-1.46938,-1.99945,-2.35367
2006,1,30,-24.5128,,-8.06029,-2.74517,,,-2.2607,-0.749495,-1.11948,,-12.5023,-1.44996,-1.98977,-2.34402
2006,2,0,-23.9819,,-8.49211,-2.74517,-6.00683,,-2.37673,-0.749495,-1.11948,,-13.1737,-1.44024,-1.98977,-2.33436
2006,2,1,-22.6891,,-8.87651,-2.74517,-6.1704,,-2.52168,-0.76899,-1.11948,,-13.4743,-1.44996,-1.96072,-2.34402
2006,2,2,-14.1049,,-9.14596,-2.74517,-6.18002,,-2.65692,-0.76899,-1.11948,,-13.0205,-1.43053,-1.96072,-2.33436
2006,2,3,-14.0239,,-9.09782,-2.74517,-5.81444,,-2.82103,-0.778732,-1.11948,,-11.7997,-1.43053,-1.96072,-2.33436
